Categoria;Marca;Contenido;SubCategoria;Segmento;Variedad;Presentacion;Empaque;Codigo_SAP;Formato;Ambito;Pais;Rangos;Nombre_Tipo_Venta;Venta>1461
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;M251;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;M594;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;M864;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;P119;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;P138;Cluster4;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;P143;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;P158;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;P207;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;P216;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;P291;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;Y448;Cluster1;Lima;Peru;Otros;Venta CNegocio;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;Y448;Cluster1;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;Y448;Cluster1;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;Y449;Cluster1;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;Y509;Cluster1;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;Y510;Cluster1;Provincias;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Economico;Otros;Otros;Otros;Y511;Cluster1;Provincias;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P001;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P010;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P037;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P048;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P048;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P052;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P059;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P061;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P061;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P064;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P064;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P066;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P068;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P075;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P075;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P080;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P081;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P081;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P084;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P089;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P096;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P102;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P104;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P105;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P106;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P106;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P107;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P108;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P109;Cluster6;Lima;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P110;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P112;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P114;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P115;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P115;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P117;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P117;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P118;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P119;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P120;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P122;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P122;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P123;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P125;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P125;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P126;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P130;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P132;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P132;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P133;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P134;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P135;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P139;Cluster6;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P139;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P141;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P142;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P143;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P143;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P144;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P145;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P145;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P146;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P147;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P156;Cluster6;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P158;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P159;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P172;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P177;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P178;Cluster6;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P180;Cluster4;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P181;Cluster4;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P192;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P193;Cluster6;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P195;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P195;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P198;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P201;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P202;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P203;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P206;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P207;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P208;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P216;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P219;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P223;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P223;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P224;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P224;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P225;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P225;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P226;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P227;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P227;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P229;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P231;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P236;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P238;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P259;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P261;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P262;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P262;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P291;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P291;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P333;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P465;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P465;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P516;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P723;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P724;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P769;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;P769;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;SO02;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;SO03;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;SO04;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;SO05;Cluster3;Provincias;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;V019;Cluster7;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;V090;Cluster7;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;V090;Cluster7;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;V093;Cluster7;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;V094;Cluster7;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;V094;Cluster7;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;V095;Cluster7;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;V095;Cluster7;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;V116;Cluster7;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;V140;Cluster7;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;V140;Cluster7;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;V290;Cluster7;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;V290;Cluster7;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Medio;Otros;Otros;Otros;X210;Cluster4;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;1 Und;Otros;Otros;Otros;Otros;Otros;Y448;Cluster1;Lima;Peru;Otros;Venta Ecommerce;1
Papel toalla;ELT;1 Und;Otros;Otros;Otros;Otros;Otros;Y448;Cluster1;Lima;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Otros;Otros;Otros;Otros;Y449;Cluster1;Provincias;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Otros;Otros;Otros;Otros;Y509;Cluster1;Provincias;Peru;Otros;Venta CNegocio;0
Papel toalla;ELT;1 Und;Otros;Otros;Otros;Otros;Otros;Y509;Cluster1;Provincias;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Otros;Otros;Otros;Otros;Y510;Cluster1;Provincias;Peru;Otros;Venta CNegocio;0
Papel toalla;ELT;1 Und;Otros;Otros;Otros;Otros;Otros;Y510;Cluster1;Provincias;Peru;Otros;Venta POS;1
Papel toalla;ELT;1 Und;Otros;Otros;Otros;Otros;Otros;Y511;Cluster1;Provincias;Peru;Otros;Venta CNegocio;0
Papel toalla;ELT;1 Und;Otros;Otros;Otros;Otros;Otros;Y511;Cluster1;Provincias;Peru;Otros;Venta POS;1
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M040;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M079;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M240;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M242;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M244;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M245;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M250;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M267;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M272;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M278;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M287;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M289;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M293;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M296;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M299;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M300;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M303;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M304;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M305;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M306;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M313;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M314;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M323;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M325;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M327;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M331;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M334;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M335;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M336;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M339;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M342;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M347;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M350;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M351;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M353;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M355;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M362;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M365;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M369;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M370;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M371;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M373;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M376;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M380;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M382;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M383;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M385;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M386;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M387;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M388;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M391;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M394;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M397;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M398;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M399;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;ELT;2 Und;Otros;Economico;Otros;Otros;Otros;M400;Cluster2;Lima;Peru;Otros;Venta POS;0
