Categoria;Marca;Contenido;SubCategoria;Segmento;Variedad;Presentacion;Empaque;Codigo_SAP;Formato;Ambito;Pais;Rangos;Nombre_Tipo_Venta;Venta>1461
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M646;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M653;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M658;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M661;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M662;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M664;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M666;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M668;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M672;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M673;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M677;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M688;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M695;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M696;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M697;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M699;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M700;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M702;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M703;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M706;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M707;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M709;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M712;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M718;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M725;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M727;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M730;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M739;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M740;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M741;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M743;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M746;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M747;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M748;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M749;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M752;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M753;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M754;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M756;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M760;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M761;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M762;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M765;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M772;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M775;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M776;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M779;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M780;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M783;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M784;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M785;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M786;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M788;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M789;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M790;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M792;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M793;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M794;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M795;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M796;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M797;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M798;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M799;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M800;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M801;Cluster2;Provincias;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M802;Cluster2;Provincias;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M804;Cluster2;Provincias;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M805;Cluster2;Provincias;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M806;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M808;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M810;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M811;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M812;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M813;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M814;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M816;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M817;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M821;Cluster2;Provincias;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M824;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M825;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M826;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M827;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M829;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M830;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M832;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M833;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M834;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M835;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M836;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M837;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M838;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M839;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M840;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M841;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M843;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M844;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M846;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M847;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M849;Cluster2;Provincias;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M850;Cluster2;Provincias;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M851;Cluster2;Provincias;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M852;Cluster2;Provincias;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M854;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M855;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M856;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M857;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M858;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M860;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M861;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M862;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M863;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M864;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M868;Cluster2;Provincias;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M869;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M870;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M872;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M875;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M876;Cluster2;Provincias;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M877;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M879;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M880;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M881;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M882;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M885;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M886;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M888;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M889;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;M890;Cluster2;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P001;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P010;Cluster6;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P037;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P048;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P048;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P052;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P059;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P061;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P061;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P064;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P064;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P066;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P066;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P068;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P075;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P075;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P080;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P081;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P081;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P084;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P084;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P089;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P096;Cluster6;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P102;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P104;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P105;Cluster6;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P106;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P106;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P107;Cluster6;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P108;Cluster6;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P109;Cluster6;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P110;Cluster6;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P112;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P114;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P115;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P115;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P117;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P117;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P118;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P119;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P120;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P120;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P122;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P122;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P123;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P125;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P125;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P126;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P130;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P132;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P132;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P133;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P134;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P135;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P138;Cluster4;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P139;Cluster6;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P139;Cluster6;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P141;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P142;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P143;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P143;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P144;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P145;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P145;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P146;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P147;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P156;Cluster6;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P158;Cluster6;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P159;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P159;Cluster3;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P172;Cluster3;Provincias;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P172;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P177;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P178;Cluster6;Provincias;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P180;Cluster4;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P181;Cluster4;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P191;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P192;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P193;Cluster6;Provincias;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P195;Cluster3;Lima;Peru;Otros;Venta Ecommerce;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P195;Cluster3;Lima;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P198;Cluster6;Lima;Peru;Otros;Venta POS;0
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P201;Cluster3;Provincias;Peru;Otros;Venta POS;1
Papel toalla;NVA;1 Und;Otros;Economico;Otros;Otros;Otros;P202;Cluster3;Lima;Peru;Otros;Venta POS;1
